MKT,SECURITY,PREV_CL_PR,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRICE,NET_TRDVAL,NET_TRDQTY,IND_SEC,CORP_IND,TRADES,HI_52_WK,LO_52_WK
Y,Nifty Realty,       885.30,       886.55,       899.80,       884.90,       898.80,0.00,0,Y, ,0,      1049.70,       765.80
Y,Nifty Infra,      9679.20,      9688.65,      9771.80,      9686.20,      9765.75,0.00,0,Y, ,0,      9771.80,      7589.95
Y,Nifty Energy,     35507.65,     35559.50,     36306.80,     35540.90,     36275.65,0.00,0,Y, ,0,     36938.90,     29313.20
Y,Nifty FMCG,     53718.50,     53562.50,     53579.40,     52741.85,     53078.80,0.00,0,Y, ,0,     59302.55,     50199.35
Y,Nifty MNC,     30634.70,     30660.05,     30887.70,     30623.95,     30875.15,0.00,0,Y, ,0,     30887.70,     23981.05
Y,Nifty Pharma,     22632.75,     22649.65,     22803.65,     22578.70,     22790.90,0.00,0,Y, ,0,     23162.45,     19121.10
Y,Nifty PSE,      9903.65,      9930.60,     10138.40,      9923.05,     10130.05,0.00,0,Y, ,0,     10225.55,      7956.45
Y,Nifty PSU Bank,      8571.45,      8588.80,      8744.15,      8585.35,      8699.90,0.00,0,Y, ,0,      8744.15,      5530.35
Y,Nifty Serv Sector,     33773.35,     33792.15,     34063.25,     33769.75,     34044.95,0.00,0,Y, ,0,     34216.65,     29070.85
Y,Nifty Auto,     28480.55,     28548.25,     28867.05,     28486.55,     28803.65,0.00,0,Y, ,0,     28867.05,     19316.65
Y,Nifty Metal,     11256.00,     11280.10,     11433.80,     11276.05,     11421.85,0.00,0,Y, ,0,     11433.80,      7690.20
Y,Nifty Media,      1448.45,      1454.75,      1464.15,      1446.90,      1462.90,0.00,0,Y, ,0,      1809.75,      1344.40
Y,NIFTY SMLCAP 100,     17704.90,     17744.50,     17845.25,     17699.10,     17832.05,0.00,0,Y, ,0,     19224.95,     14084.30
Y,Nifty 200,     14560.25,     14574.75,     14682.45,     14565.70,     14677.15,0.00,0,Y, ,0,     14682.45,     11941.45
Y,Nifty Div Opps 50,      6361.45,      6367.65,      6425.35,      6343.40,      6416.00,0.00,0,Y, ,0,      6425.35,      5288.60
Y,Nifty Commodities,      9584.40,      9600.25,      9741.45,      9595.10,      9734.65,0.00,0,Y, ,0,      9741.45,      7502.95
Y,Nifty Consumption,     12236.90,     12236.10,     12274.10,     12200.15,     12256.50,0.00,0,Y, ,0,     12716.20,     10090.65
Y,Nifty Fin Service,     27666.80,     27676.60,     27927.60,     27650.25,     27899.15,0.00,0,Y, ,0,     28065.50,     22320.85
Y,Nifty50 Div Point,       249.14,       249.14,       249.14,       249.14,       249.14,0.00,0,Y, ,0,         0.00,         0.00
Y,Nifty100 Liq 15,      7594.70,      7603.00,      7654.20,      7593.55,      7644.85,0.00,0,Y, ,0,      7654.20,      5985.30
Y,Nifty CPSE,      6394.35,      6408.35,      6598.55,      6403.30,      6590.60,0.00,0,Y, ,0,      6681.80,      5284.25
Y,Nifty GrowSect 15,     12562.45,     12586.00,     12668.70,     12579.90,     12661.00,0.00,0,Y, ,0,     12668.70,      9722.65
Y,Nifty50 PR 2x Lev,     14717.30,     14724.80,     14931.95,     14691.05,     14920.05,0.00,0,Y, ,0,     31895.45,      1056.45
Y,Nifty50 PR 1x Inv,       199.90,       199.90,       200.10,       198.50,       198.55,0.00,0,Y, ,0,     31895.45,       197.80
Y,Nifty50 TR 2x Lev,     22022.35,     22033.60,     22343.55,     21983.10,     22325.75,0.00,0,Y, ,0,     31895.45,      1056.45
Y,Nifty50 TR 1x Inv,       163.55,       163.55,       163.75,       162.40,       162.45,0.00,0,Y, ,0,     31895.45,       161.80
Y,Nifty50 Value 20,     13220.20,     13221.80,     13318.40,     13183.65,     13304.20,0.00,0,Y, ,0,     13477.90,     11375.50
Y,Nifty Mid Liq 15,     16065.55,     16122.10,     16239.35,     16066.75,     16224.15,0.00,0,Y, ,0,     16755.80,     11541.70
Y,Nifty Pvt Bank,     28787.95,     28803.30,     28982.85,     28784.75,     28902.90,0.00,0,Y, ,0,     28982.85,     23508.05
Y,NIFTY100 Qualty30,      5842.20,      5846.30,      5883.45,      5831.00,      5880.85,0.00,0,Y, ,0,         0.00,         0.00
Y,Nifty GS 8 13Yr,      2972.11,      2972.64,      2972.64,      2965.92,      2968.81,0.00,0,Y, ,0,         0.00,         0.00
Y,Nifty GS 10Yr,      2616.63,      2617.10,      2617.10,      2610.19,      2613.95,0.00,0,Y, ,0,         0.00,         0.00
Y,Nifty GS 10Yr Cln,       892.93,       892.93,       892.93,       890.53,       891.84,0.00,0,Y, ,0,         0.00,         0.00
Y,Nifty GS 4 8Yr,      3224.15,      3224.73,      3225.44,      3221.04,      3223.08,0.00,0,Y, ,0,         0.00,         0.00
Y,Nifty GS 11 15Yr,      3244.63,      3245.23,      3245.23,      3240.15,      3242.48,0.00,0,Y, ,0,         0.00,         0.00
Y,Nifty GS 15YrPlus,      3489.29,      3489.98,      3492.69,      3488.86,      3491.90,0.00,0,Y, ,0,         0.00,         0.00
Y,Nifty GS Compsite,      3055.32,      3055.89,      3055.89,      3051.58,      3054.02,0.00,0,Y, ,0,         0.00,         0.00
Y,NIFTY HEALTHCARE,     14611.70,     14628.00,     14734.90,     14583.80,     14725.65,0.00,0,Y, ,0,     15112.50,      7249.70
Y,NIFTY CONSR DURBL,     36809.60,     36875.00,     37320.10,     36703.25,     37239.40,0.00,0,Y, ,0,     44426.55,     21967.45
Y,NIFTY OIL AND GAS,     12232.70,     12249.70,     12350.20,     12243.60,     12340.05,0.00,0,Y, ,0,     13607.20,      6645.90
Y,NIFTY500 MULTICAP,     16508.50,     16531.60,     16647.55,     16520.15,     16641.30,0.00,0,Y, ,0,     17112.15,      8254.50
Y,NIFTY LARGEMID250,     16900.55,     16926.75,     17049.20,     16913.80,     17043.75,0.00,0,Y, ,0,     17095.20,      8318.55
Y,NIFTY MID SELECT,     13843.60,     13884.30,     13995.40,     13847.05,     13984.00,0.00,0,Y, ,0,     14118.40,      6054.20
Y,NIFTY TOTAL MKT,     13415.40,     13430.30,     13527.35,     13422.45,     13522.30,0.00,0,Y, ,0,     13842.60,      7145.35
Y,NIFTY MICROCAP250,     22593.30,     22622.20,     22819.55,     22571.20,     22799.85,0.00,0,Y, ,0,     26476.90,      8567.20
Y,NIFTY IND DIGITAL,      9484.90,      9498.25,      9528.55,      9474.50,      9521.00,0.00,0,Y, ,0,     10152.15,      4924.40
Y,Nifty Tata 25 Cap,     15342.95,     15350.30,     15497.50,     15328.65,     15492.10,0.00,0,Y, ,0,     18764.95,     13221.90
Y,Nifty MidSml Hlth,     43843.55,     43934.30,     44278.65,     43766.30,     44239.15,0.00,0,Y, ,0,     46103.35,     31279.60
Y,Nifty Multi Mfg,     16034.45,     16063.95,     16198.40,     16049.10,     16192.40,0.00,0,Y, ,0,     16253.65,     12294.45
Y,Nifty Multi Infra,     14568.60,     14592.05,     14738.65,     14585.75,     14730.40,0.00,0,Y, ,0,     15154.10,     11537.35
Y,BHARATBOND-APR30,      1566.21,      1566.52,      1566.52,      1566.47,      1566.47,0.00,0,Y, ,0,         0.00,         0.00
Y,BHARATBOND-APR31,      1424.77,      1425.03,      1425.16,      1425.03,      1425.16,0.00,0,Y, ,0,         0.00,         0.00
Y,BHARATBOND-APR32,      1296.88,      1297.12,      1297.12,      1297.12,      1297.12,0.00,0,Y, ,0,         0.00,         0.00
Y,BHARATBOND-APR33,      1258.85,      1259.10,      1259.10,      1259.09,      1259.09,0.00,0,Y, ,0,         0.00,         0.00
Y,Nifty Ind Defence,      7727.10,      7747.75,      7810.60,      7742.40,      7786.75,0.00,0,Y, ,0,      9195.15,      5025.35
Y,Nifty Ind Tourism,      8622.85,      8635.15,      8669.95,      8614.80,      8660.20,0.00,0,Y, ,0,      9497.20,      7696.15
Y,Nifty Capital Mkt,      4629.90,      4647.55,      4687.70,      4621.00,      4682.65,0.00,0,Y, ,0,      4852.85,      2885.10
Y,Nifty500Momentm50,     52947.15,     53103.40,     53416.55,     53051.20,     53337.05,0.00,0,Y, ,0,         0.00,         0.00
Y,NiftyMS400 MQ 100,     47600.80,     47758.50,     47979.65,     47671.05,     47956.90,0.00,0,Y, ,0,         0.00,         0.00
Y,NiftySml250MQ 100,     43929.85,     43987.75,     44243.15,     43942.75,     44213.70,0.00,0,Y, ,0,         0.00,         0.00
Y,Nifty Top 10 EW,      9990.40,      9987.30,     10001.75,      9958.40,      9991.05,0.00,0,Y, ,0,         0.00,         0.00
Y,Nifty AQL 30,     22735.80,     22754.95,     22947.50,     22687.00,     22934.10,0.00,0,Y, ,0,         0.00,         0.00
Y,Nifty AQLV 30,     21402.05,     21419.40,     21557.30,     21369.45,     21550.35,0.00,0,Y, ,0,         0.00,         0.00
Y,Nifty EV,      3162.35,      3167.95,      3205.55,      3163.50,      3204.15,0.00,0,Y, ,0,         0.00,         0.00
Y,Nifty HighBeta 50,      3979.00,      3992.35,      4044.00,      3987.70,      4040.25,0.00,0,Y, ,0,         0.00,         0.00
Y,Nifty New Consump,     11909.45,     11930.30,     12012.55,     11918.45,     12004.95,0.00,0,Y, ,0,         0.00,         0.00
Y,Nifty Corp MAATR,     39341.25,     39390.80,     39717.15,     39354.00,     39696.60,0.00,0,Y, ,0,         0.00,         0.00
Y,Nifty Low Vol 50,     25669.20,     25678.80,     25780.45,     25631.45,     25764.60,0.00,0,Y, ,0,         0.00,         0.00
Y,Nifty Mobility,     23327.35,     23368.10,     23534.05,     23333.95,     23490.90,0.00,0,Y, ,0,         0.00,         0.00
Y,Nifty Qlty LV 30,     17579.95,     17587.50,     17720.70,     17540.70,     17715.40,0.00,0,Y, ,0,         0.00,         0.00
Y,Nifty Sml250 Q50,     25559.70,     25573.45,     25760.20,     25487.75,     25740.75,0.00,0,Y, ,0,         0.00,         0.00
Y,Nifty Top 15 EW,     11016.80,     11016.75,     11076.50,     10992.85,     11068.20,0.00,0,Y, ,0,         0.00,         0.00
Y,Nifty100 Alpha 30,     18178.50,     18206.80,     18319.65,     18187.60,     18305.85,0.00,0,Y, ,0,         0.00,         0.00
Y,Nifty100 Enh ESG,      5255.60,      5260.80,      5302.25,      5255.70,      5300.25,0.00,0,Y, ,0,         0.00,         0.00
Y,Nifty200 Value 30,     14802.65,     14841.30,     15073.70,     14834.00,     15055.55,0.00,0,Y, ,0,         0.00,         0.00
Y,Nifty500 EW,     14277.05,     14301.65,     14421.90,     14281.85,     14415.90,0.00,0,Y, ,0,         0.00,         0.00
Y,Nifty Multi MQ 50,     41119.50,     41223.75,     41461.60,     41172.10,     41371.75,0.00,0,Y, ,0,         0.00,         0.00
Y,Nifty500 Value 50,     15608.85,     15644.45,     15898.95,     15637.60,     15881.10,0.00,0,Y, ,0,         0.00,         0.00
Y,Nifty Top 20 EW,      9675.95,      9676.20,      9723.20,      9659.95,      9718.00,0.00,0,Y, ,0,         0.00,         0.00
Y,Nifty CoreHousing,     15591.40,     15613.60,     15745.30,     15606.85,     15730.80,0.00,0,Y, ,0,     16859.35,     13680.90
Y,Nifty FinSerExBnk,     32004.15,     32059.65,     32435.80,     31984.35,     32381.50,0.00,0,Y, ,0,     32526.40,     23850.75
Y,Nifty Housing,     11868.80,     11880.80,     12014.00,     11874.20,     12007.00,0.00,0,Y, ,0,     12072.15,      9839.70
Y,Nifty IPO,      2037.15,      2038.10,      2065.05,      2034.15,      2062.65,0.00,0,Y, ,0,      2289.75,      1617.15
Y,Nifty MS Fin Serv,     20744.10,     20811.30,     20986.50,     20756.45,     20956.00,0.00,0,Y, ,0,     21028.05,     13363.10
Y,Nifty MS Ind Cons,     18976.55,     19041.00,     19182.00,     18993.80,     19168.65,0.00,0,Y, ,0,     20923.30,     16870.20
Y,Nifty MS IT Telcm,     10215.05,     10241.05,     10267.05,     10179.05,     10250.00,0.00,0,Y, ,0,     11536.70,      7836.00
Y,Nifty NonCyc Cons,     15877.10,     15869.25,     15899.40,     15787.60,     15874.50,0.00,0,Y, ,0,     16983.45,     13980.90
Y,Nifty Rural,     16157.80,     16164.85,     16269.60,     16131.15,     16252.20,0.00,0,Y, ,0,     16269.60,     12891.50
Y,Nifty Shariah 25,      8412.10,      8421.30,      8457.70,      8409.60,      8449.65,0.00,0,Y, ,0,      8663.60,      7121.55
Y,Nifty Trans Logis,     26069.80,     26108.50,     26319.10,     26073.95,     26274.55,0.00,0,Y, ,0,     26459.70,     18482.85
Y,Nifty50 Shariah,      4829.20,      4835.75,      4869.10,      4831.05,      4865.80,0.00,0,Y, ,0,      5145.60,      4235.90
Y,Nifty500 LMS Eql,     18113.65,     18143.65,     18269.25,     18123.35,     18262.30,0.00,0,Y, ,0,     18330.05,     14479.00
Y,Nifty500 Shariah,      7187.70,      7200.40,      7244.90,      7192.15,      7241.60,0.00,0,Y, ,0,      7624.10,      6004.55
Y,Nifty500 Qlty50,     18848.85,     18878.30,     19047.80,     18848.55,     19032.85,0.00,0,Y, ,0,         0.00,         0.00
Y,Nifty500 LowVol50,     23090.55,     23125.00,     23353.60,     23089.15,     23338.65,0.00,0,Y, ,0,         0.00,         0.00
Y,Nifty500 MQVLv50,     31716.90,     31779.70,     32074.40,     31758.50,     32046.25,0.00,0,Y, ,0,         0.00,         0.00
Y,Nifty500 Flexicap,     10585.10,     10595.05,     10625.05,     10563.65,     10618.20,0.00,0,Y, ,0,         0.00,         0.00
Y,Nifty TMMQ 50,     41554.20,     41675.50,     41965.60,     41635.95,     41940.10,0.00,0,Y, ,0,         0.00,         0.00
Y,Nifty FPI 150,      1625.45,      1627.45,      1639.55,      1626.65,      1638.95,0.00,0,Y, ,0,      1639.55,      1346.50
Y,Nifty SME Emerge,     14403.50,     14409.75,     14456.90,     14396.35,     14433.10,0.00,0,Y, ,0,     17223.65,     11930.10
Y,Nifty Internet,      1407.35,      1409.25,      1418.30,      1405.50,      1417.00,0.00,0,Y, ,0,      1501.90,      1056.45
Y,Nifty Chemicals,     28935.70,     28990.70,     29077.55,     28930.75,     29054.50,0.00,0,Y, ,0,     31895.45,     25227.25
Y,Nifty Waves,      2081.55,      2086.35,      2108.50,      2084.85,      2105.65,0.00,0,Y, ,0,      2789.80,      1885.85
Y,Nifty InfraLog,     11414.30,     11432.90,     11562.80,     11428.30,     11553.65,0.00,0,Y, ,0,     11820.05,      9210.40
Y,Nifty500 Health,     18708.85,     18729.65,     18860.35,     18669.30,     18850.45,0.00,0,Y, ,0,     19594.10,     16294.60
Y,India VIX,9.1850,9.1850,9.5550,8.9675,9.4500,0,0,Y, ,0,23.1875,8.7200
 , , , , , , , , , , , , , 
 , , , , , , , , , , , , , 
 ,NIFTY 50 Sec, , , , , , , , , , , , 
N,ADANI ENTERPRISES LIMITED,      2260.00,      2260.00,      2283.70,      2259.00,      2279.80,               1625913975.60,715242,Y, ,31529,      2695.00,      2026.55
N,ADANI PORT & SEZ LTD,      1481.10,      1480.10,      1495.00,      1478.30,      1489.50,               1863527650.10,1251176,Y, ,53129,      1549.00,      1010.75
N,APOLLO HOSPITALS ENTER. L,      7111.50,      7130.00,      7151.00,      7075.50,      7129.50,               2511774984.50,353245,Y, ,28652,      8099.50,      6001.00
N,ASIAN PAINTS LIMITED,      2752.00,      2755.80,      2799.00,      2755.80,      2772.60,               1411222402.40,508884,Y, ,34439,      2985.70,      2124.75
N,AXIS BANK LIMITED,      1274.40,      1273.90,      1281.80,      1264.30,      1266.90,               7452538393.90,5860547,Y, ,211555,      1304.00,       933.50
N,BAJAJ AUTO LIMITED,      9558.00,      9550.00,      9633.00,      9310.50,      9502.50,               6974932975.00,733651,Y, ,57314,      9633.00,      7089.35
N,BAJAJ FINSERV LTD.,      2037.00,      2030.10,      2050.00,      2026.60,      2038.40,               1823332595.30,893818,Y, ,44371,      2195.00,      1560.00
N,BAJAJ FINANCE LIMITED,       973.10,       972.90,       994.20,       960.60,       990.45,               6122410193.40,6206869,Y, ,113828,      9788.00,       849.00
N,BHARAT ELECTRONICS LTD,       397.70,       399.65,       405.60,       398.95,       403.15,               4411801778.75,10950368,Y, ,121282,       436.00,       240.25
N,BHARTI AIRTEL LIMITED,      2110.40,      2108.00,      2125.00,      2098.00,      2106.30,               6169784842.00,2927138,Y, ,137361,      2174.50,      1559.50
N,CIPLA LTD,      1500.90,      1500.90,      1517.80,      1498.60,      1511.60,               1456106338.90,964611,Y, ,28980,      1673.00,      1335.00
N,COAL INDIA LTD,       400.45,       401.35,       429.50,       401.00,       427.90,              14760225043.85,35090129,Y, ,279509,       429.50,       349.25
N,DR. REDDY S LABORATORIES,      1253.40,      1249.00,      1257.60,      1236.00,      1256.10,               1983033733.40,1591218,Y, ,30169,      1405.90,      1020.00
N,EICHER MOTORS LTD,      7348.00,      7348.00,      7382.50,      7298.00,      7334.50,               1670026398.50,227469,Y, ,46358,      7382.50,      4646.00
N,ETERNAL LIMITED,       283.80,       283.80,       287.75,       283.25,       284.15,               3888617089.20,13624798,Y, ,103983,       368.45,       194.80
N,GRASIM INDUSTRIES LTD,      2851.70,      2856.90,      2882.00,      2845.10,      2856.40,               1998358210.30,698682,Y, ,27466,      2977.80,      2276.95
N,HCL TECHNOLOGIES LTD,      1634.50,      1632.00,      1643.00,      1625.10,      1640.20,               1555576603.50,950573,Y, ,51428,      2012.20,      1302.75
N,HDFC BANK LTD,       991.15,       991.15,      1003.20,       988.80,      1001.60,              11733333129.85,11751459,Y, ,178613,      2037.70,       939.10
N,HDFC LIFE INS CO LTD,       750.10,       749.95,       758.35,       749.05,       754.85,               1100414877.20,1457089,Y, ,35885,       820.75,       584.30
N,HINDALCO  INDUSTRIES  LTD,       894.95,       898.00,       927.30,       896.55,       925.70,               4913843621.25,5357771,Y, ,88481,       927.30,       546.45
N,HINDUSTAN UNILEVER LTD.,      2323.00,      2326.00,      2357.70,      2322.00,      2348.00,               2280899712.70,973413,Y, ,39595,      2422.00,      2244.70
N,ICICI BANK LTD.,      1338.00,      1338.00,      1356.90,      1336.30,      1355.40,              11096863710.80,8226205,Y, ,123080,      1500.00,      1186.00
N,INTERGLOBE AVIATION LTD,      5110.50,      5119.00,      5136.00,      5095.00,      5106.00,               2372489185.00,464130,Y, ,38375,      6232.50,      3945.00
N,INFOSYS LIMITED,      1629.80,      1635.90,      1643.50,      1627.50,      1640.40,               4136808012.60,2524526,Y, ,86514,      1982.80,      1307.00
N,ITC LTD,       363.85,       360.00,       360.00,       345.25,       350.05,              41530103424.05,118790358,Y, ,911774,       471.50,       345.25
N,JIO FIN SERVICES LTD,       295.70,       295.60,       303.00,       295.50,       301.70,               3190951745.95,10604978,Y, ,75384,       338.60,       198.65
N,JSW STEEL LIMITED,      1171.50,      1172.00,      1184.00,      1169.10,      1180.70,               1064264369.00,903240,Y, ,29113,      1223.90,       880.00
N,KOTAK MAHINDRA BANK LTD,      2217.80,      2217.80,      2227.90,      2180.50,      2195.10,               5413241994.00,2447694,Y, ,106834,      2301.90,      1723.75
N,LARSEN & TOUBRO LTD.,      4140.40,      4138.10,      4172.70,      4127.10,      4163.40,               4088971711.10,984027,Y, ,82278,      4172.70,      2965.30
N,MAHINDRA & MAHINDRA LTD,      3761.00,      3759.90,      3812.00,      3743.20,      3802.40,               5613565429.20,1478292,Y, ,119277,      3812.00,      2425.00
N,MARUTI SUZUKI INDIA LTD.,     16708.00,     16750.00,     16999.00,     16723.00,     16960.00,               6585606939.00,388562,Y, ,61874,     16999.00,     10750.10
N,MAX HEALTHCARE INS LTD,      1049.40,      1049.40,      1064.40,      1047.00,      1062.60,                982061017.40,928577,Y, ,36412,      1314.30,       940.05
N,NESTLE INDIA LIMITED,      1295.00,      1292.00,      1299.00,      1277.60,      1279.70,                946190225.10,736473,Y, ,40947,      2515.00,      1084.70
N,NTPC LTD,       336.30,       336.80,       353.00,       335.95,       352.10,               8029915296.50,23128940,Y, ,217079,       371.45,       292.80
N,OIL AND NATURAL GAS CORP.,       237.94,       237.94,       242.55,       237.94,       241.46,               1427854215.45,5925943,Y, ,75940,       273.50,       205.00
N,POWER GRID CORP. LTD.,       266.80,       267.50,       272.10,       266.25,       270.95,               3606619100.35,13348375,Y, ,75336,       322.00,       247.30
N,RELIANCE INDUSTRIES LTD,      1575.60,      1580.00,      1594.60,      1578.20,      1592.30,              10491999169.40,6602230,Y, ,156023,      1594.60,      1114.85
N,SBI LIFE INSURANCE CO LTD,      2040.40,      2040.40,      2077.30,      2040.00,      2067.40,                975155804.60,472182,Y, ,25202,      2086.60,      1372.55
N,STATE BANK OF INDIA,       984.75,       984.50,      1009.50,       983.95,       998.95,               7308398803.40,7357435,Y, ,117850,      1009.50,       680.00
N,SHRIRAM FINANCE LIMITED,      1019.70,      1024.75,      1025.00,      1007.20,      1010.35,               5341128148.50,5264026,Y, ,119262,      3098.00,       493.35
N,SUN PHARMACEUTICAL IND L,      1721.10,      1721.10,      1732.00,      1719.40,      1728.00,               1681533428.70,974123,Y, ,29743,      1910.00,      1548.00
N,TATA CONSUMER PRODUCT LTD,      1176.90,      1176.90,      1185.70,      1168.40,      1170.70,               1121879072.70,955406,Y, ,54782,      1202.80,       893.10
N,TATA STEEL LIMITED,       181.89,       182.00,       183.85,       181.60,       182.88,               4208596517.14,23006840,Y, ,175683,       186.94,       122.62
N,TATA CONSULTANCY SERV LT,      3227.40,      3234.00,      3254.30,      3219.50,      3250.70,               3838516572.70,1184324,Y, ,63356,      4322.95,      2866.60
N,TECH MAHINDRA LIMITED,      1607.70,      1611.00,      1619.10,      1601.90,      1612.00,               1026861194.00,637080,Y, ,32770,      1773.60,      1209.40
N,TITAN COMPANY LIMITED,      4049.30,      4039.00,      4060.00,      3986.20,      4051.70,               2665190286.80,659997,Y, ,49671,      4068.00,      2925.00
N,TATA MOTORS PASS VEH LTD,       367.55,       369.20,       372.90,       368.55,       370.35,               2623680560.15,7077536,Y, ,109207,       421.55,       337.70
N,TRENT LTD,      4297.40,      4300.00,      4437.90,      4289.60,      4409.60,               3937783163.90,895709,Y, ,66129,      7493.05,      3930.10
N,ULTRATECH CEMENT LIMITED,     11901.00,     11903.00,     11970.00,     11821.00,     11899.00,               2451483500.00,206244,Y, ,26997,     13097.00,     10047.85
N,WIPRO LTD,       267.35,       267.35,       272.40,       266.15,       269.00,               2235866518.30,8286204,Y, ,59920,       324.60,       228.00
 , , , , , , , , , , , , , 
 ,NIFTY Next 50 Sec, , , , , , , , , , , , 
N,ABB INDIA LIMITED,      5176.50,      5156.50,      5220.00,      5156.50,      5205.50,                329353883.00,63490,N, ,8840,      6948.40,      4684.45
N,ADANI ENERGY SOLUTION LTD,      1046.40,      1056.90,      1067.70,      1050.20,      1057.90,               1451206131.10,1370725,N, ,29400,      1067.70,       639.45
N,ADANI GREEN ENERGY LTD,      1025.90,      1029.00,      1043.50,      1026.40,      1038.80,               1598830903.00,1544713,N, ,28884,      1177.55,       758.00
N,ADANI POWER LTD,       148.76,       149.00,       149.90,       147.30,       148.17,               2139815958.58,14413809,N, ,72799,       723.00,       135.00
N,AMBUJA CEMENTS LTD,       559.65,       560.00,       566.50,       558.15,       565.40,                772674340.35,1371653,N, ,23360,       624.95,       455.00
N,BAJAJ HOUSING FINANCE LTD,        96.11,        96.50,        96.80,        95.60,        96.62,                572720428.07,5951146,N, ,42122,       136.96,        92.10
N,BAJAJ HOLDINGS & INVS LTD,     11342.00,     11342.00,     11342.00,     11072.00,     11181.00,                657311485.00,58889,N, ,12748,     14763.00,     10245.10
N,BANK OF BARODA,       300.75,       301.00,       305.95,       301.00,       305.05,               3132144125.90,10317519,N, ,56723,       305.95,       190.70
N,BOSCH LIMITED,     36140.00,     36170.00,     39600.00,     36150.00,     39420.00,               7211401195.00,185984,N, ,61527,     41945.00,     25921.60
