Trade Date,Symbol,Series,Security Name,Category,Last Trade Date,Face Value(Rs.),Issue Size,Close Price/Paid up value(Rs.),Market Cap(Rs.)              
30 DEC 2025,ADANIPORTS,EQ,ADANI PORT & SEZ LTD     ,Listed    ,30 DEC 2025,               2.00,        2160138945,           1461.20,  3156395026434.00
30 DEC 2025,ADANIPOWER,EQ,ADANI POWER LTD          ,Listed    ,30 DEC 2025,               2.00,       19284694705,            144.65,  2789531089078.25
30 DEC 2025,ADFFOODS,EQ,ADF FOODS LIMITED        ,Listed    ,30 DEC 2025,               2.00,         109863595,            202.90,    22289126153.60  
30 DEC 2025,ADL,EQ,ARCHIDPLY DECOR LIMITED  ,Listed    ,30 DEC 2025,              10.00,           5566250,             77.75,      432664612.50       
30 DEC 2025,ADOR,EQ,ADOR WELDING LTD         ,Listed    ,30 DEC 2025,              10.00,          17402815,           1050.50,    18281657157.50      
30 DEC 2025,ADROITINFO,EQ,ADROIT INFOTECH LIMITED  ,Listed    ,30 DEC 2025,              10.00,          54177208,             10.45,      565610051.50
30 DEC 2025,ADSL,EQ,ALLIED DIGITAL SERV. LTD ,Listed    ,30 DEC 2025,               5.00,          56427803,            150.75,     8505927024.20      
30 DEC 2025,ADVANCE,EQ,ADVANCE AGROLIFE LIMITED ,Listed    ,30 DEC 2025,              10.00,          64285720,            120.00,     7713000685.60   
30 DEC 2025,ADVANIHOTR,EQ,ADVANI HOT.& RES.(I) LTD ,Listed    ,30 DEC 2025,               2.00,          92438500,             57.45,     5308743055.00
30 DEC 2025,ADVENTHTL,EQ,ADVENT HOTELS INTERNATI L,Listed    ,30 DEC 2025,              10.00,          53942887,            221.95,    11973163198.50 
30 DEC 2025,ADVENZYMES,EQ,ADVANCED ENZYME TECH LTD ,Listed    ,30 DEC 2025,               2.00,         111881150,            299.90,    33553156885.00
30 DEC 2025,AEGISLOG,EQ,AEGIS LOGISTICS LIMITED  ,Listed    ,30 DEC 2025,               1.00,         351000000,            703.70,   246998700000.00  
30 DEC 2025,AEGISVOPAK,EQ,AEGIS VOPAK TERMINALS LTD,Listed    ,30 DEC 2025,              10.00,        1107991489,            249.50,   276443876505.50
30 DEC 2025,AEQUS,EQ,AEQUS LIMITED            ,Listed    ,30 DEC 2025,              10.00,         670665635,            136.90,    91800712118.80     
30 DEC 2025,AEROFLEX,EQ,AEROFLEX INDUSTRIES LTD  ,Listed    ,30 DEC 2025,               2.00,         129320370,            196.25,    25376536205.10  
30 DEC 2025,AERON,SM,AERON COMPOSITE LIMITED  ,Listed    ,30 DEC 2025,              10.00,          17020000,             99.60,     1695192000.00     
30 DEC 2025,AESTHETIK,SM,AESTHETIK ENGINEERS LTD  ,Listed    ,30 DEC 2025,              10.00,          17220175,             86.95,     1497294216.25 
30 DEC 2025,AETHER,EQ,AETHER INDUSTRIES LIMITED,Listed    ,30 DEC 2025,              10.00,         132590241,            832.65,   110401264168.65    
30 DEC 2025,AFCONS,EQ,AFCONS INFRASTRUCTURE LTD,Listed    ,30 DEC 2025,              10.00,         367784631,            390.20,   143509563016.20    
30 DEC 2025,AFFLE,EQ,AFFLE 3I LIMITED         ,Listed    ,30 DEC 2025,               2.00,         140640216,           1772.80,   249326974924.80     
30 DEC 2025,AFFORDABLE,EQ,AFFORD ROBO & AUTO LTD   ,Listed    ,30 DEC 2025,              10.00,          11246266,            201.95,     2271295881.35
30 DEC 2025,AFIL,EQ,AKME FINTRADE (INDIA) LTD,Listed    ,30 DEC 2025,               1.00,         426749960,              6.45,     2756804741.60      
30 DEC 2025,AFSL,EQ,ABANS FINANCIAL SRVCS LTD,Listed    ,30 DEC 2025,               2.00,          50610040,            203.70,    10310277348.80      
30 DEC 2025,AGARIND,EQ,AGARWAL INDS CORP LTD.   ,Listed    ,30 DEC 2025,              10.00,          14957789,            721.70,    10795036321.30   
30 DEC 2025,AGARWALEYE,EQ,DR AGARWALS HEALTH CARE L,Listed    ,30 DEC 2025,               1.00,         316158357,            502.50,   158869574392.50
30 DEC 2025,AGARWALFT,SM,AGARWAL FLOAT GLASS I LTD,Listed    ,30 DEC 2025,              10.00,           7243488,             38.10,      275976892.80 
30 DEC 2025,AGARWALTUF,SM,AGARWAL TOUGH GLASS IND L,Listed    ,30 DEC 2025,              10.00,          17674600,            113.10,     1998997260.00
30 DEC 2025,AGI,EQ,AGI GREENPAC LIMITED     ,Listed    ,30 DEC 2025,               2.00,          64697381,            731.75,    47342308546.75       
30 DEC 2025,AGIIL,EQ,AGI INFRA LIMITED        ,Listed    ,30 DEC 2025,               1.00,         122167200,            254.55,    31097660760.00     
30 DEC 2025,AGNI,SM,AGNI GREEN POWER LTD     ,Listed    ,30 DEC 2025,              10.00,          19534800,             23.15,      452230620.00      
30 DEC 2025,AGRITECH,BE,AGRI-TECH (INDIA) LIMITED,Listed    ,30 DEC 2025,              10.00,           5940000,            152.60,      906503400.00  
30 DEC 2025,AGROPHOS,EQ,AGRO PHOS INDIA LIMITED  ,Listed    ,30 DEC 2025,              10.00,          20274115,             42.35,      859014252.55  
30 DEC 2025,AGSTRA,BZ,AGS TRANSACT TECH LTD    ,Listed    ,30 DEC 2025,              10.00,         128433076,              4.15,      532997265.40    
30 DEC 2025,AGUL,SM,A G UNIVERSAL LIMITED    ,Listed    ,30 DEC 2025,              10.00,           5484000,             67.10,      367976400.00      
30 DEC 2025,AHCL,EQ,ANLON HEALTHCARE LIMITED ,Listed    ,30 DEC 2025,              10.00,          53151500,            145.30,     7722912950.00      
30 DEC 2025,AHIMSA,ST,AHIMSA INDUSTRIES LTD.   ,Listed    ,24 DEC 2025,              10.00,           5473990,             23.75,      130007262.50    
30 DEC 2025,AHLADA,EQ,AHLADA ENGINEERS LIMITED ,Listed    ,30 DEC 2025,              10.00,          12921000,             47.35,      611550930.00    
30 DEC 2025,AHLEAST,EQ,ASIAN HOTELS (EAST) LTD  ,Listed    ,30 DEC 2025,              10.00,          17291696,            135.95,     2350978988.15   
30 DEC 2025,AHLUCONT,EQ,AHLUWALIA CONT IND LTD   ,Listed    ,30 DEC 2025,               2.00,          66987560,            970.45,    65008077602.00  
30 DEC 2025,AIAENG,EQ,AIA ENGINEERING LIMITED  ,Listed    ,30 DEC 2025,               2.00,          93320370,           3949.70,   368587465389.00    
30 DEC 2025,AIIL,EQ,AUTHUM INVEST & INFRA LTD,Listed    ,30 DEC 2025,               1.00,         169845100,           2999.30,   509416408430.00      
30 DEC 2025,AILIMITED,SM,ABHISHEK INTEGRATIONS LTD,Listed    ,24 DEC 2025,              10.00,           6021570,             40.00,      240862800.00 
30 DEC 2025,AIMTRON,ST,AIMTRON ELECTRONICS LTD  ,Listed    ,30 DEC 2025,              10.00,          20413825,            792.30,    16173873547.50   
30 DEC 2025,AIRAN,EQ,AIRAN LIMITED            ,Listed    ,30 DEC 2025,               2.00,         125020000,             17.80,     2224105800.00     
30 DEC 2025,AIROLAM,EQ,AIRO LAM LIMITED         ,Listed    ,30 DEC 2025,              10.00,          15002000,            101.65,     1524953300.00   
30 DEC 2025,AISL,SM,ANI INTEGRATED SERV LTD. ,Listed    ,29 DEC 2025,              10.00,          10352200,             83.25,      861820650.00      
30 DEC 2025,AJANTPHARM,EQ,AJANTA PHARMA LIMITED    ,Listed    ,30 DEC 2025,               2.00,         124935624,           2726.90,   340686953085.60
30 DEC 2025,AJAXENGG,EQ,AJAX ENGINEERING LIMITED ,Listed    ,30 DEC 2025,               1.00,         114406800,            592.10,    67740266280.00  
30 DEC 2025,AJMERA,EQ,AJMERA REALTY & INF I LTD,Listed    ,30 DEC 2025,              10.00,          39359130,            961.40,    37839867582.00    
30 DEC 2025,AJOONI,EQ,AJOONI BIOTECH LIMITED   ,Listed    ,30 DEC 2025,               2.00,         172243598,              4.25,      733757727.50    
30 DEC 2025,AKANKSHA,SM,AKANKSHA POWER N INFRA L ,Listed    ,30 DEC 2025,              10.00,          19580520,             68.00,     1331475360.00  
30 DEC 2025,AKASH,EQ,AKASH INFRA-PROJECTS LTD ,Listed    ,30 DEC 2025,              10.00,          16862534,             25.20,      424935856.80     
30 DEC 2025,AKG,EQ,AKG EXIM LIMITED         ,Listed    ,30 DEC 2025,              10.00,          31776576,             12.15,      385767632.65       
30 DEC 2025,AKI,EQ,AKI INDIA LIMITED        ,Listed    ,30 DEC 2025,               2.00,         103205956,              6.70,      693544024.30       
30 DEC 2025,AKIKO,ST,AKIKO GLOBAL SERVICES L  ,Listed    ,30 DEC 2025,              10.00,          10769600,            257.00,     2767787200.00     
30 DEC 2025,AKSHAR,EQ,AKSHAR SPINTEX LIMITED   ,Listed    ,30 DEC 2025,               1.00,         787468500,              0.50,      401608935.00    
30 DEC 2025,AKSHARCHEM,EQ,AKSHARCHEM INDIA LIMITED ,Listed    ,30 DEC 2025,              10.00,           8033099,            237.60,     1908664322.40
30 DEC 2025,AKSHOPTFBR,EQ,AKSH OPTIFIBRE LIMITED   ,Listed    ,30 DEC 2025,               5.00,         162697971,              6.35,     1031505136.15
30 DEC 2025,AKUMS,EQ,AKUMS DRUGS AND PHARMA L ,Listed    ,30 DEC 2025,               2.00,         157393988,            450.85,    70961079489.80     
30 DEC 2025,AKZOINDIA,EQ,AKZO NOBEL INDIA LIMITED ,Listed    ,30 DEC 2025,              10.00,          45540314,           3206.20,   146011354746.80 
30 DEC 2025,ALANKIT,EQ,ALANKIT LIMITED          ,Listed    ,30 DEC 2025,               1.00,         271158100,             10.80,     2928507480.00   
30 DEC 2025,ALBERTDAVD,EQ,ALBERT DAVID LIMITED     ,Listed    ,30 DEC 2025,              10.00,           5707162,            734.20,     4190198340.40
30 DEC 2025,ALCODIS,SM,ALCOKRAFT DISTILLERIE LTD,Listed    ,30 DEC 2025,              10.00,          10250000,             92.20,      945050000.00   
30 DEC 2025,ALEMBICLTD,EQ,ALEMBIC LIMITED          ,Listed    ,30 DEC 2025,               2.00,         256781828,             99.95,    25665343708.60
30 DEC 2025,ALICON,EQ,ALICON CASTALLOY LIMITED ,Listed    ,30 DEC 2025,               5.00,          16336840,            819.30,    13384773012.00    
30 DEC 2025,ALIVUS,EQ,ALIVUS LIFE SCIENCES LTD ,Listed    ,30 DEC 2025,               2.00,         122681348,            901.25,   110566564885.00    
30 DEC 2025,ALKALI,EQ,ALKALI METALS LTD        ,Listed    ,30 DEC 2025,              10.00,          10182506,             79.50,      809611052.05    
30 DEC 2025,ALKEM,EQ,ALKEM LABORATORIES LTD.  ,Listed    ,30 DEC 2025,               2.00,         119565000,           5469.00,   653900985000.00     
30 DEC 2025,ALKYLAMINE,EQ,ALKYL AMINES CHEM. LTD   ,Listed    ,30 DEC 2025,               2.00,          51140441,           1557.80,    79666578989.80
30 DEC 2025,ALLCARGO,EQ,ALLCARGO LOGISTICS LTD   ,Listed    ,30 DEC 2025,               2.00,         982782096,             10.20,    10024377379.20  
30 DEC 2025,ALLDIGI,EQ,ALLDIGI TECH LIMITED     ,Listed    ,30 DEC 2025,              10.00,          15238326,            852.25,    12986863333.50   
30 DEC 2025,ALLETEC,SM,ALL E TECHNOLOGIES LTD   ,Listed    ,30 DEC 2025,              10.00,          20194176,            214.70,     4335689587.20   
30 DEC 2025,ALLTIME,EQ,ALL TIME PLASTICS LIMITED,Listed    ,30 DEC 2025,               2.00,          65507778,            263.70,    17274401058.60   
30 DEC 2025,ALMONDZ,EQ,ALMONDZ GLOBAL SEC LTD   ,Listed    ,30 DEC 2025,               1.00,         173646754,             18.20,     3160370922.80   
30 DEC 2025,ALOKINDS,EQ,ALOK INDUSTRIES LIMITED  ,Listed    ,30 DEC 2025,               1.00,        4965240401,             15.95,    79245236799.95  
30 DEC 2025,ALPA,EQ,ALPA LABORATORIES LTD    ,Listed    ,30 DEC 2025,              10.00,          21040600,             79.20,     1666625926.00      
30 DEC 2025,ALPEXSOLAR,SM,ALPEX SOLAR LIMITED      ,Listed    ,30 DEC 2025,              10.00,          24473400,            813.10,    19899321540.00
30 DEC 2025,ALPHAGEO,EQ,ALPHAGEO (INDIA) LIMITED ,Listed    ,30 DEC 2025,              10.00,           6364767,            221.65,     1410877900.90  
30 DEC 2025,ALPSINDUS,BE,ALPS INDUSTRIES LTD.     ,Listed    ,30 DEC 2025,              10.00,          39114100,              3.55,      139246196.00 
30 DEC 2025,ALUWIND,SM,ALUWIND INFRA-TECH LTD   ,Listed    ,30 DEC 2025,              10.00,          24847420,             67.00,     1664777140.00   
30 DEC 2025,AMANTA,EQ,AMANTA HEALTHCARE LIMITED,Listed    ,30 DEC 2025,              10.00,          38829351,            104.30,     4049513015.80    
30 DEC 2025,AMBANIORGO,SM,AMBANI ORGOCHEM LIMITED  ,Listed    ,23 DEC 2025,              10.00,           7658659,             99.75,      763951235.25
30 DEC 2025,AMBER,EQ,AMBER ENTERPRISES (I) LTD,Listed    ,30 DEC 2025,              10.00,          35148942,           6264.50,   220190547159.00     
30 DEC 2025,AMBEY,SM,AMBEY LABORATORIES LTD   ,Listed    ,30 DEC 2025,              10.00,          24946819,             43.00,     1072713217.00     
30 DEC 2025,AMBICAAGAR,EQ,AMBICA AGAR & AROMAINDLTD,Listed    ,30 DEC 2025,              10.00,          17177400,             25.30,      434244672.00
30 DEC 2025,AMBIKCO,EQ,AMBIKA COTTON MILL LTD.  ,Listed    ,30 DEC 2025,              10.00,           5725000,           1245.70,     7131632500.00   
30 DEC 2025,AMBUJACEM,EQ,AMBUJA CEMENTS LTD       ,Listed    ,30 DEC 2025,               2.00,        2471823478,            550.00,  1359502912900.00 
30 DEC 2025,AMCL,ST,ANB METAL CAST LIMITED   ,Listed    ,30 DEC 2025,              10.00,          11834780,            347.50,     4112586050.00      
30 DEC 2025,AMDIND,EQ,AMD INDUSTRIES LIMITED   ,Listed    ,30 DEC 2025,              10.00,          19166749,             47.55,      911570582.45    
30 DEC 2025,AMEYA,SM,AMEYA PRECISION ENG LTD  ,Listed    ,29 DEC 2025,              10.00,           7500000,             99.00,      742500000.00     
30 DEC 2025,AMIABLE,SM,AMIABLE LOGISTICS (I) LTD,Listed    ,30 DEC 2025,              10.00,           1748200,             83.95,      146761390.00   
30 DEC 2025,AMJLAND,EQ,AMJ LAND HOLDINGS LIMITED,Listed    ,30 DEC 2025,               2.00,          41000000,             51.00,     2091000000.00   
30 DEC 2025,AMJUMBO,SM,A AND M JUMBO BAGS LTD   ,Listed    ,30 DEC 2025,              10.00,          10500000,              9.40,       98700000.00   
30 DEC 2025,AMNPLST,EQ,AMINES & PLASTICIZERS LTD,Listed    ,30 DEC 2025,               2.00,          55020000,            187.90,    10338258000.00   
30 DEC 2025,AMRUTANJAN,EQ,AMRUTAJAN HEALTH LTD     ,Listed    ,30 DEC 2025,               1.00,          28910630,            670.05,    19371567631.50
30 DEC 2025,ANANDRATHI,EQ,ANAND RATHI WEALTH LTD   ,Listed    ,30 DEC 2025,               5.00,          83020634,           3091.90,   256691498264.60
30 DEC 2025,ANANTAM,IV,ANANTAM HIGHWAYS TRUST   ,Listed    ,30 DEC 2025,             100.00,         217500000,            103.85,    22583025000.00   
30 DEC 2025,ANANTRAJ,EQ,ANANT RAJ LIMITED        ,Listed    ,30 DEC 2025,               2.00,         343260616,            544.30,   186836753288.80  
30 DEC 2025,ANDHRAPAP,EQ,ANDHRA PAPER LIMITED     ,Listed    ,30 DEC 2025,               2.00,         198850195,             66.55,    13229503473.35 
30 DEC 2025,ANDHRSUGAR,EQ,ANDHRA SUGARS LTD        ,Listed    ,30 DEC 2025,               2.00,         135535390,             75.20,    10189550620.20
30 DEC 2025,ANGELONE,EQ,ANGEL ONE LIMITED        ,Listed    ,30 DEC 2025,              10.00,          90668586,           2347.10,   212808238200.60  
30 DEC 2025,ANIKINDS,EQ,ANIK INDUSTRIES LTD      ,Listed    ,30 DEC 2025,              10.00,          27753486,             52.35,     1452339922.40  
30 DEC 2025,ANKITMETAL,BZ,ANKIT MET & POW LTD      ,Listed    ,30 DEC 2025,              10.00,         141110500,              1.75,      245532270.00
30 DEC 2025,ANLON,SM,ANLON TECHNOLOGY SOL LTD ,Listed    ,30 DEC 2025,              10.00,           6255400,            410.40,     2567216160.00     
30 DEC 2025,ANMOL,EQ,ANMOL INDIA LIMITED      ,Listed    ,30 DEC 2025,              10.00,          56914150,             13.85,      789399260.50     
30 DEC 2025,ANNAPURNA,SM,ANNAPURNA SWADISHT LTD   ,Listed    ,30 DEC 2025,              10.00,          21820000,            193.70,     4226534000.00 
30 DEC 2025,ANONDITA,ST,ANONDITA MEDICARE LIMITED,Listed    ,30 DEC 2025,              10.00,          18086618,            968.75,    17521411187.50  
30 DEC 2025,ANSALAPI,BZ,ANSAL PROP & INFRA LTD   ,Listed    ,30 DEC 2025,               5.00,         157404876,              3.40,      533602529.65  
30 DEC 2025,ANTGRAPHIC,EQ,ANTARCTICA LTD           ,Listed    ,30 DEC 2025,               1.00,         155009600,              1.00,      153459504.00
30 DEC 2025,ANTHEM,EQ,ANTHEM BIOSCIENCES LTD   ,Listed    ,30 DEC 2025,               2.00,         561610051,            639.45,   359121547111.95    
30 DEC 2025,ANUHPHR,EQ,ANUH PHARMA LIMITED      ,Listed    ,30 DEC 2025,               5.00,         100224000,             80.05,     8020926720.00   
30 DEC 2025,ANUP,EQ,THE ANUP ENGINEERING LTD ,Listed    ,30 DEC 2025,              10.00,          20026466,           2227.90,    44616963601.40      
30 DEC 2025,ANURAS,EQ,ANUPAM RASAYAN INDIA LTD ,Listed    ,30 DEC 2025,              10.00,         113848310,           1314.20,   149619449002.00    
30 DEC 2025,ANYA,SM,ANYA POLYTECH & FERTI LTD,Listed    ,29 DEC 2025,               2.00,         120000000,             20.40,     2448000000.00      
30 DEC 2025,ANZEN,IV,ANZEN IND ENE YLD PLU TRU,Listed    ,26 DEC 2025,             100.00,         196193900,            116.00,    22758492400.00     
30 DEC 2025,APARINDS,EQ,APAR INDUSTRIES LTD.     ,Listed    ,30 DEC 2025,              10.00,          40168315,           8384.00,   336771152960.00  
30 DEC 2025,APCL,EQ,ANJANI PORTLAND CEM LTD  ,Listed    ,30 DEC 2025,              10.00,          29374764,            118.35,     3477090814.70      
30 DEC 2025,APCOTEXIND,EQ,APCOTEX INDUSTRIES LIMITE,Listed    ,30 DEC 2025,               2.00,          51844960,            369.45,    19154120472.00
30 DEC 2025,APEX,EQ,APEX FROZEN FOODS LIMITED,Listed    ,30 DEC 2025,              10.00,          31250000,            270.75,     8460937500.00      
30 DEC 2025,APEXECO,SM,APEX ECOTECH LIMITED     ,Listed    ,30 DEC 2025,              10.00,          13185200,            128.00,     1687705600.00   
30 DEC 2025,APLAPOLLO,EQ,APL APOLLO TUBES LTD     ,Listed    ,30 DEC 2025,               2.00,         277636026,           1883.20,   522844164163.20 
30 DEC 2025,APLLTD,EQ,ALEMBIC PHARMA LTD       ,Listed    ,30 DEC 2025,               2.00,         196563124,            836.65,   164454537694.60    
30 DEC 2025,APOLLO,EQ,APOLLO MICRO SYSTEMS LTD ,Listed    ,30 DEC 2025,               1.00,         333532454,            259.85,    86668408171.90    
30 DEC 2025,APOLLOHOSP,EQ,APOLLO HOSPITALS ENTER. L,Listed    ,30 DEC 2025,               5.00,         143784657,           6990.00,  1005054752430.00
